iter,host_ns,dev_ns
1,53511,9074
2,69564,19444
3,60986,12922
4,47684,9732
5,34226,6737
6,51958,16190
7,54677,20132
8,49883,17749
9,56271,23939
10,44810,11579
11,46516,15191
12,57320,26214
13,54592,18054
14,45455,15417
15,47822,14376
16,54818,22978
17,143317,41555
18,194439,68915
19,216655,92055
20,116524,25169
21,186868,62206
22,191639,67178
23,184994,67160
24,185454,59629
25,213546,72602
26,190973,62167
27,162022,46186
28,145842,29095
29,199661,78176
30,187212,69768
31,179263,54731
32,175373,54626
33,173742,61508
34,328196,191440
35,208004,81390
36,291831,172989
37,171063,40666
38,177077,44892
39,167327,61905
40,165847,37967
41,182433,65718
42,173434,24777
43,199472,79257
44,208127,77694
45,207441,81777
46,185662,59023
47,374213,269561
48,172990,52970
49,176259,57423
50,198645,76136
51,168833,61887
52,175533,69519
53,192639,79539
54,171477,63027
55,191415,67439
56,181741,67240
57,155416,33191
58,297654,179449
59,172653,64386
60,185301,69737
61,175267,61901
62,208057,75527
63,211956,89613
64,176069,61392
65,179658,65783
66,178433,56794
67,117502,22490
68,160117,44622
69,235825,106667
70,166992,26047
71,214627,81974
72,185028,53662
73,238106,115153
74,142523,29234
75,197148,70186
76,200390,76791
77,193994,67244
78,172172,57632
79,183700,51800
80,155421,39420
81,380978,196211
82,221199,65607
83,139743,7500
84,239719,76250
85,164255,28866
86,201403,74518
87,215857,85486
88,177511,53028
89,172854,58125
90,196400,61104
91,189465,62740
92,193484,55841
93,126018,26474
94,205323,72947
95,218264,70631
96,215186,70443
97,320125,176342
98,190829,63671
99,178630,53495
100,220981,90534
101,182846,53975
102,196733,64704
103,227609,78253
104,255266,98141
105,159586,35695
106,204985,64873
107,165789,42186
108,178414,64924
109,191024,67493
110,146622,42304
111,209582,91677
112,149517,43768
113,179493,61878
114,164644,56111
115,172811,54051
116,194233,72097
117,182789,69874
118,184089,49580
119,160307,50719
120,181576,62039
121,192868,48317
122,203585,73755
123,179486,46104
124,170491,56897
125,169230,63732
126,139131,32474
127,196028,71324
128,197632,67602
129,159081,30858
130,154412,45153
131,147764,41081
132,179213,66459
133,150454,59280
134,174376,62849
135,135084,29885
136,315764,196664
137,158251,50989
138,148177,45765
139,183280,57830
140,194117,62145
141,236113,123391
142,237570,105904
143,262815,146842
144,158374,45309
145,177561,54503
146,160943,62980
147,186574,65110
148,173184,71054
149,210082,98106
150,213923,100893
151,199312,73520
152,147431,35570
153,144803,36402
154,144561,47766
155,248815,108887
156,151532,36160
157,175255,60388
158,196580,71437
159,198141,72299
160,204523,82852
161,180286,59864
162,172677,62489
163,200303,90477
164,129751,28608
165,183290,72797
166,167438,67505
167,161115,36869
168,185118,62714
169,174728,62994
170,214074,107989
171,130434,32140
172,181171,72918
173,171419,46193
174,157886,41929
175,184579,64044
176,167382,58105
177,170344,60321
178,130809,20013
179,285943,100097
180,213198,68894
181,213630,65383
182,712701,570129
183,244084,86465
184,282674,66019
185,189006,51997
186,163799,37802
187,132438,27292
188,176721,61094
189,269259,115991
190,124659,19714
191,205092,71144
192,127353,22150
193,200566,84425
194,187154,61347
195,198188,60954
196,171711,47247
197,219922,89809
198,207599,73419
199,159090,44395
200,201205,60250
