iter,host_ns,dev_ns
1,56193,16583
2,66761,23062
3,56288,18949
4,56114,15821
5,42024,14571
6,52349,13518
7,81869,24121
8,62418,12943
9,176747,71884
10,145149,43060
11,131243,28556
12,135107,26204
13,136757,32254
14,114902,29267
15,104977,31833
16,116060,31627
17,84714,10665
18,127073,50234
19,108795,33468
20,126812,41425
21,104419,35281
22,117405,44858
23,87810,24600
24,104769,27079
25,105779,28997
26,100876,23803
27,122259,40655
28,121318,40394
29,163158,57481
30,151237,35931
31,240323,120834
32,127822,37103
33,110443,30901
34,102368,26282
35,168684,78479
36,98883,27474
37,114164,37532
38,115297,35484
39,131614,43767
40,129889,49862
41,51427,14579
42,62307,24144
43,51355,15228
44,62175,20589
45,77954,14159
46,81126,15723
47,74320,8919
48,80824,11105
49,72235,23220
50,66486,13619
51,49194,6056
52,67157,18485
53,64418,16129
54,76106,18235
55,56545,11324
56,68812,19706
57,63965,9656
58,74234,21434
59,67054,15351
60,63140,17691
61,57715,18114
62,54042,13782
63,57546,20082
64,57396,18252
65,58455,19262
66,55103,17732
67,59636,9579
68,64773,16499
69,57826,12831
70,59856,20419
71,56614,15171
72,49248,14989
73,52883,10819
74,95217,40810
75,56684,11874
76,55688,13853
77,64709,17161
78,63208,17014
79,102845,53231
80,64813,16366
81,58532,14825
82,68387,19373
83,57536,8466
84,47168,8750
85,70597,16788
86,82377,22821
87,51715,13524
88,35914,7194
89,61066,25117
90,61751,25188
91,57991,20606
92,56802,19597
93,52431,13598
94,53681,14043
95,62433,23848
96,54427,15584
97,55682,17590
98,53696,16212
99,53223,12867
100,56586,17808
101,51515,18026
102,49758,11323
103,43743,11894
104,54756,16740
105,49072,15480
106,55434,21725
107,57015,19459
108,50281,15485
109,45613,12584
110,52676,18190
111,58470,17962
112,56214,19732
113,53891,22071
114,49595,15312
115,61991,25518
116,57355,14385
117,67425,23975
118,55566,18373
119,49437,16799
120,51007,19216
121,49507,17944
122,58859,27147
123,67828,30652
124,46493,16763
125,67236,20927
126,57758,17626
127,53712,16170
128,58959,21611
129,57909,23438
130,52770,19152
131,61333,24100
132,51683,15216
133,208622,173844
134,50783,13710
135,63368,23545
136,47427,9081
137,73249,20708
138,127756,50623
139,121080,50629
140,92532,29353
141,114312,37733
142,124953,40105
143,99542,32625
144,106570,40712
145,125875,45388
146,105145,33030
147,113246,36359
148,118735,31360
149,161411,89840
150,135876,61591
151,149884,45044
152,116618,28989
153,92872,23611
154,103990,34441
155,99240,26986
156,90764,26174
157,103799,25159
158,130285,52085
159,102199,34630
160,87142,20783
161,80716,9643
162,126159,24292
163,129322,34916
164,129801,35694
165,115540,34667
166,122586,36773
167,147328,61054
168,103710,14008
169,95736,32233
170,131873,62170
171,103645,36828
172,104374,34418
173,93860,36220
174,96293,38917
175,97980,35188
176,103829,36241
177,86029,25359
178,80357,22432
179,104594,39966
180,92270,25460
181,112786,44565
182,99953,33461
183,102102,38385
184,112784,47032
185,96294,33692
186,87757,23773
187,105129,35751
188,91724,25380
189,98533,31497
190,95045,30558
191,105511,48695
192,129225,56469
193,88277,21136
194,101322,24035
195,139384,73273
196,140369,70171
197,100897,45778
198,96812,32515
199,135440,66096
200,91300,34611
