iter,host_ns,dev_ns
1,81197,34540
2,172362,64412
3,254033,49273
4,312991,103220
5,188465,39067
6,311625,96959
7,220114,65313
8,240074,71155
9,264363,68906
10,251611,81743
11,252934,63166
12,268034,86210
13,295310,116168
14,201658,61749
15,228129,62005
16,291458,98901
17,321509,129102
18,227484,79957
19,247533,83474
20,245766,92278
21,243217,89806
22,251236,80684
23,231093,90605
24,237261,73145
25,236035,58128
26,267532,107827
27,286526,113652
28,213849,47879
29,158885,56652
30,213765,78308
31,224650,84962
32,271806,130469
33,230259,59605
34,292927,130241
35,281961,102005
36,198588,50846
37,253886,62382
38,298576,118672
39,389452,111855
40,450915,92045
41,279770,133107
42,275859,105944
43,400299,228719
44,312966,116951
45,226645,59618
46,254236,104334
47,267331,47303
48,328030,53590
49,363896,81778
50,406864,216669
51,326313,106621
52,229281,71729
53,209135,3615
54,217202,7989
55,485592,221938
56,253942,99376
57,379342,61530
58,311701,60375
59,291190,108569
60,269533,89573
61,305036,126482
62,256536,66263
63,330963,127865
64,237814,92875
65,310218,125448
66,263307,94350
67,251175,83401
68,165772,31687
69,252050,88258
70,247140,64657
71,260123,97783
72,225258,59201
73,301118,146943
74,292700,104347
75,328577,140845
76,286619,75050
77,348002,152918
78,278250,113358
79,231540,67107
80,272822,80312
81,275220,101617
82,271206,90000
83,224887,88969
84,228002,63072
85,194684,56577
86,234274,95453
87,210170,61336
88,219666,70883
89,285804,100479
90,282073,117979
91,272801,129476
92,217225,71501
93,237103,79593
94,272181,120147
95,213789,47831
96,216048,72252
97,237663,95783
98,152155,33600
99,198539,58639
100,248449,94537
101,225738,81604
102,223378,78300
103,225759,90745
104,181055,32248
105,196433,55673
106,214438,76565
107,235890,84889
108,224313,76649
109,227681,80128
110,199765,64184
111,210170,61749
112,220421,68460
113,208658,47823
114,378916,72368
115,341431,91147
116,243119,83848
117,280437,92183
118,301719,69851
119,503627,286200
120,287583,73107
121,242054,66559
122,251931,76693
123,204353,65040
124,192575,69423
125,220221,45654
126,257665,6128
127,313426,137783
128,287499,102316
129,184932,68203
130,220080,89928
131,252711,74280
132,257381,74332
133,190001,68194
134,230356,80769
135,233116,84305
136,242219,63796
137,255497,82520
138,211596,68298
139,205925,70217
140,250583,80164
141,228230,83251
142,230783,91519
143,225975,56523
144,347980,152673
145,229564,65073
146,208878,64035
147,229986,54118
148,318362,77056
149,254076,8041
150,322702,89950
151,320871,119234
152,219267,81254
153,278817,71979
154,185489,43315
155,165553,7748
156,165660,52603
157,185499,52550
158,192716,58028
159,289491,100522
160,238145,77060
161,205464,64068
162,206475,56345
163,152786,30394
164,219223,60590
165,235194,52550
166,315843,112137
167,286479,95223
168,310252,97907
169,201208,45646
170,237685,91220
171,247067,77207
172,180747,36314
173,336607,83371
174,208875,44611
175,221783,59524
176,159083,55059
177,196619,66641
178,158330,44781
179,308598,133648
180,240520,84484
181,284511,101408
182,258619,106527
183,201022,57700
184,215488,79185
185,250546,109847
186,233403,78535
187,204119,88075
188,217640,80701
189,187127,42107
190,248566,95101
191,200468,63237
192,239894,92601
193,253992,89408
194,188530,50960
195,265053,144096
196,212756,62683
197,239132,87352
198,248223,63281
199,180600,32206
200,253749,87072
