iter,host_ns,dev_ns
1,45839,10258
2,56240,14964
3,51961,18805
4,46049,14233
5,61806,22722
6,51681,18643
7,43232,16125
8,53287,17362
9,38882,7529
10,54972,20382
11,49827,20531
12,47820,15490
13,57838,21961
14,77539,48396
15,52595,16283
16,56418,27157
17,234287,93333
18,193192,75604
19,183626,57683
20,246030,134393
21,158830,42839
22,165500,54876
23,170746,46594
24,192715,68110
25,171294,59034
26,199661,82192
27,169079,49985
28,162126,26074
29,244893,110602
30,214420,71575
31,202328,72070
32,225156,70602
33,180433,55046
34,242831,118653
35,164911,64871
36,168243,56237
37,199642,75590
38,184375,66166
39,148214,40429
40,185968,65859
41,178594,55949
42,150851,33546
43,162669,70160
44,170578,47630
45,188861,73015
46,202552,75494
47,130407,30946
48,147485,30560
49,168657,46397
50,212714,86970
51,168688,39231
52,692170,561811
53,178604,52698
54,162879,54893
55,156786,40454
56,147118,33058
57,176823,68414
58,183686,70794
59,156784,53462
60,156137,53718
61,176850,54915
62,157330,59218
63,144555,40983
64,167054,58375
65,113364,9037
66,124529,21006
67,177913,67140
68,175067,57704
69,177032,65723
70,147790,45147
71,156845,59414
72,173793,55896
73,159915,50952
74,151228,45595
75,175041,72053
76,170676,35704
77,304772,139978
78,277517,132771
79,189174,62742
80,212579,85885
81,157334,59680
82,159165,38658
83,156375,53246
84,178049,72530
85,164849,69350
86,169991,63655
87,164200,58498
88,197312,70635
89,181356,65023
90,144382,49146
91,168114,65184
92,185484,63984
93,137623,41202
94,178951,66125
95,114056,21569
96,211299,90404
97,194968,69811
98,170322,54038
99,173187,69713
100,150282,40796
101,143507,46788
102,190614,70870
103,170164,54446
104,149796,55565
105,181156,61261
106,190452,81927
107,162023,51396
108,160485,56984
109,213283,106249
110,168318,58480
111,174791,61153
112,167232,62469
113,210394,50110
114,195403,54806
115,206477,64136
116,216605,74469
117,175652,57253
118,199669,59740
119,140798,25618
120,175228,50854
121,132053,35866
122,172393,53839
123,188207,54039
124,299661,138567
125,144729,38803
126,220659,69793
127,165531,20754
128,173219,44945
129,194298,50048
130,233895,63372
131,232481,68333
132,248310,65776
133,184127,40493
134,212656,50679
135,178967,43012
136,197531,75095
137,178069,46020
138,187684,84325
139,197568,56433
140,232874,54209
141,259392,60424
142,190970,24088
143,259851,69301
144,252652,108059
145,199903,75331
146,334157,164967
147,178319,36162
148,220973,84125
149,166906,52109
150,210627,61402
151,178442,67594
152,169469,57627
153,224838,109590
154,186234,54859
155,193858,81348
156,164796,56297
157,208376,86445
158,195658,59878
159,176116,39127
160,183712,48011
161,187215,48088
162,163868,66566
163,189125,76485
164,143393,29428
165,170495,58245
166,175775,68802
167,136946,42039
168,191969,86638
169,154083,37814
170,171658,58329
171,208549,94077
172,184723,73960
173,231889,119209
174,207158,92372
175,207973,86066
176,185513,71878
177,177218,60797
178,218504,80203
179,175889,71256
180,156682,45247
181,171239,54715
182,168604,50438
183,173939,43725
184,274207,148293
185,179377,55135
186,199241,70852
187,164962,53904
188,203919,91568
189,147120,42355
190,150204,46023
191,351067,82755
192,212524,65581
193,177467,58382
194,194519,55903
195,263333,148465
196,172943,46958
197,175612,70452
198,198029,72754
199,193276,62464
200,161139,47828
