iter,host_ns,dev_ns
1,54142,17682
2,54649,22007
3,82502,45172
4,52639,10212
5,59728,19060
6,72579,25042
7,61599,5652
8,58084,12811
9,74096,37126
10,62450,23026
11,51413,12237
12,61084,32158
13,43229,14786
14,45125,2779
15,55714,10588
16,141844,52466
17,181751,71282
18,140315,38684
19,172328,47958
20,182671,51759
21,186924,60307
22,166945,47867
23,159785,43894
24,185533,58088
25,148032,35114
26,147327,35397
27,214462,78106
28,143356,29662
29,185344,65449
30,186430,55546
31,170628,52244
32,131526,29583
33,179786,55683
34,159067,46214
35,161163,52174
36,158629,59798
37,130384,38222
38,137535,44181
39,135879,28960
40,247986,158008
41,164837,61459
42,146746,46931
43,142968,49344
44,163813,49510
45,209448,79763
46,166644,27721
47,164398,23886
48,188538,40659
49,159710,29489
50,158872,44091
51,152913,44922
52,134355,40134
53,145934,48265
54,190079,83760
55,162465,53452
56,161137,32824
57,438593,265465
58,197717,46034
59,130059,3213
60,138543,30543
61,120593,7483
62,128409,34848
63,139496,41962
64,167731,74889
65,149960,40185
66,135101,47496
67,149916,52556
68,258899,150078
69,201151,73660
70,165353,64849
71,105685,7371
72,163774,50382
73,154953,52859
74,175757,82444
75,117447,33855
76,138064,55827
77,145633,54322
78,176896,76965
79,147055,42765
80,137068,35669
81,133677,35674
82,157079,54751
83,137184,42801
84,140735,52959
85,155660,59059
86,134165,38976
87,138977,49803
88,114527,22969
89,155030,52723
90,159616,64721
91,157412,55762
92,159204,44033
93,127666,30673
94,153558,63780
95,190155,108374
96,135543,38956
97,174354,62656
98,121771,26005
99,118728,37589
100,152924,53778
101,121339,33660
102,140953,40049
103,215019,58794
104,167776,27589
105,179430,51485
106,155312,29556
107,172382,52232
108,209027,80942
109,163924,45068
110,162707,39149
111,175120,54910
112,165421,53793
113,150155,33207
114,153417,44617
115,149992,33607
116,184977,55163
117,181596,44517
118,235969,90831
119,201494,59165
120,164637,46798
121,203300,72591
122,158099,28351
123,175213,57136
124,178705,56008
125,161651,45960
126,210131,101427
127,136556,44655
128,156936,47034
129,189344,85815
130,138234,50138
131,147495,49827
132,138016,47115
133,134313,42460
134,165736,68281
135,141556,45411
136,140388,45571
137,109983,24036
138,149987,57370
139,194026,122152
140,150789,40037
141,129579,30661
142,137634,50147
143,147669,48609
144,145311,38309
145,139167,50191
146,179193,95199
147,161370,64693
148,159756,67956
149,236800,149391
150,154861,59497
151,151763,51766
152,197294,86559
153,156911,65972
154,134858,43614
155,163633,77657
156,149167,41304
157,114661,21854
158,171116,51797
159,133678,45756
160,135690,43260
161,120436,30452
162,129199,31044
163,149903,61606
164,161233,55514
165,535898,69318
166,162826,22337
167,156231,54564
168,112325,21474
169,141922,50711
170,160817,80428
171,102161,29681
172,125815,54379
173,102622,43650
174,129477,55334
175,105453,27040
176,136444,50503
177,219574,79637
178,204571,78758
179,197394,66902
180,180277,44755
181,201072,71758
182,195297,67179
183,194429,62546
184,183172,59408
185,154874,54889
186,141747,51767
187,152706,60076
188,161479,58445
189,151881,50610
190,211879,89466
191,155074,64185
192,149123,61072
193,164124,63548
194,191399,92949
195,158791,65818
196,138974,52138
197,143500,51726
198,134738,33072
199,135467,42115
200,165678,70904
