iter,host_ns,dev_ns
1,50087,10062
2,50879,16630
3,54203,20683
4,57307,18618
5,34954,7423
6,67451,26834
7,53719,20690
8,55652,19358
9,49751,15675
10,52502,17724
11,50635,18253
12,91396,25978
13,110071,34911
14,111212,35304
15,98123,40311
16,133776,16599
17,185435,30653
18,126184,15567
19,286111,183037
20,149979,42823
21,133714,33017
22,131520,32090
23,110261,26125
24,100619,6995
25,135237,39462
26,122317,29703
27,105434,19689
28,145035,51588
29,121374,12083
30,86129,11980
31,100439,11873
32,176427,84738
33,142217,61642
34,92899,16502
35,102378,41917
36,88783,18056
37,115505,40857
38,103286,35600
39,77958,20568
40,119984,45426
41,98168,29733
42,112380,49061
43,108849,45863
44,107045,36911
45,101297,33109
46,113114,38747
47,94901,32458
48,94249,32578
49,91658,25228
50,90875,26385
51,88992,25777
52,99223,37697
53,72472,3723
54,103807,38519
55,95486,27416
56,110496,40291
57,104652,50937
58,106350,44014
59,87405,27233
60,130328,51945
61,101621,37205
62,105941,34630
63,75363,18792
64,145975,45156
65,105645,22223
66,148926,67087
67,130696,36119
68,102616,21245
69,131690,50044
70,133387,42670
71,111478,26929
72,124392,35264
73,154785,64839
74,138990,46534
75,123732,35336
76,122664,36785
77,136214,50475
78,142539,53136
79,134445,27019
80,130623,33410
81,119136,35235
82,106654,37777
83,114710,41928
84,87096,30296
85,119886,54427
86,95361,27087
87,98847,32957
88,96124,22863
89,119630,50763
90,105518,42240
91,134739,28104
92,104388,34302
93,104926,32509
94,110348,41167
95,108994,41991
96,95241,29039
97,119932,32815
98,114872,42631
99,99550,16475
100,127909,27585
101,122886,31253
102,138059,43440
103,129469,36577
104,141165,40934
105,121045,32453
106,128561,40031
107,146175,45171
108,117254,32373
109,147562,45164
110,175239,75300
111,125935,49010
112,124521,57099
113,99450,32593
114,101546,34018
115,96339,29510
116,101219,35166
117,98166,35456
118,91605,22198
119,131537,36401
120,101646,19114
121,133927,42956
122,143829,56028
123,142302,46832
124,124572,36850
125,137008,35353
126,118170,33348
127,150282,47701
128,167715,74843
129,103024,24424
130,198586,103267
131,151262,46280
132,106603,19563
133,127181,34265
134,116719,27447
135,120520,28653
136,135014,47478
137,140570,44256
138,147009,39361
139,125414,25670
140,123538,13403
141,138541,31126
142,148391,42282
143,146580,49288
144,158021,54532
145,115994,19859
146,125926,35066
147,140143,36133
148,134321,35142
149,156815,59694
150,145887,43764
151,116602,26830
152,123818,26438
153,140903,49979
154,122536,33546
155,133711,28941
156,124856,28614
157,148449,39909
158,125309,21236
159,138534,50561
160,117398,28462
161,144459,39741
162,140764,43332
163,119480,28134
164,133550,42246
165,133279,39999
166,129934,46154
167,133075,36140
168,129333,39264
169,121478,25183
170,143672,47187
171,152081,54454
172,154118,60350
173,157123,59876
174,148337,43490
175,147468,48005
176,146312,34273
177,157531,35646
178,131665,40030
179,114217,19662
180,173953,44701
181,111798,17002
182,199819,74233
183,139625,30284
184,140442,44736
185,150283,55065
186,136076,42252
187,147521,50397
188,132563,36750
189,130868,34104
190,150040,27865
191,153393,28081
192,174205,39281
193,145932,31993
194,142671,43543
195,162289,55810
196,150039,48041
197,141051,39106
198,181622,76303
199,132557,33746
200,148322,33704
