iter,host_ns,dev_ns
1,58492,9699
2,61582,17463
3,52095,14575
4,42733,6788
5,50984,17548
6,69004,22752
7,81055,16592
8,168933,59983
9,188597,76083
10,170633,35999
11,129654,25581
12,170786,70179
13,129909,28514
14,186093,51012
15,143814,44021
16,115603,4496
17,172813,50973
18,175851,44147
19,167080,38375
20,117466,18109
21,146679,31793
22,189151,58611
23,148278,41557
24,104371,3745
25,188405,65072
26,99291,21689
27,151787,43285
28,161483,32190
29,167634,45555
30,149083,35225
31,86943,1961
32,138015,44039
33,120797,37024
34,97630,18635
35,121140,28629
36,136322,50767
37,78102,12160
38,136672,47281
39,121319,42461
40,154131,51604
41,156645,47328
42,135553,39267
43,147128,51046
44,148437,57479
45,144163,52118
46,116225,31912
47,100096,21228
48,149578,48616
49,148189,45688
50,93926,5254
51,158823,72666
52,99752,9362
53,97855,5036
54,129305,47649
55,102258,17084
56,144715,49285
57,134913,33663
58,85237,11694
59,168874,43898
60,128796,18066
61,145375,44280
62,240490,125694
63,78621,4084
64,141974,39692
65,126433,35214
66,149847,46845
67,111305,21719
68,140250,49038
69,132056,31605
70,165597,45281
71,144729,39199
72,199566,69124
73,168970,32008
74,179248,53043
75,138961,33079
76,122788,17055
77,200843,48099
78,118478,54293
79,114756,25279
80,152708,61492
81,143834,44874
82,105510,18233
83,143437,43399
84,133879,32162
85,119536,36551
86,144199,44664
87,174959,54186
88,183834,54367
89,143371,21479
90,197633,35622
91,124233,25969
92,145056,20938
93,145812,35892
94,139107,44399
95,108477,1872
96,183123,35861
97,164476,51219
98,142168,22983
99,202427,89546
100,162102,38970
101,167055,47964
102,188044,45046
103,177409,44241
104,175128,70799
105,121002,22098
106,143652,55288
107,161589,33684
108,164221,56707
109,208985,92037
110,179867,51508
111,186134,82070
112,148057,31626
113,138001,37174
114,190040,52816
115,185405,61984
116,161221,38635
117,176854,62111
118,196096,63894
119,170308,52021
120,255786,124437
121,147394,32549
122,127022,15327
123,183621,98592
124,136456,47678
125,107061,17676
126,90059,16273
127,138726,50911
128,146350,55195
129,189136,58013
130,148181,35204
131,152491,38932
132,163716,44634
133,168995,29033
134,160571,17377
135,210450,84299
136,160779,47743
137,298457,180557
138,176090,39385
139,246475,121225
140,178955,49994
141,130681,40913
142,180564,77427
143,158170,54961
144,151982,47522
145,145010,47527
146,155107,60101
147,166840,60287
148,131316,37523
149,123246,37251
150,143099,57796
151,126676,29869
152,163185,64338
153,130397,42196
154,144647,48672
155,148151,48951
156,123802,37551
157,135423,48109
158,146132,53006
159,136629,33789
160,200822,76158
161,169707,29433
162,174546,48164
163,171199,55363
164,194253,67304
165,109960,14368
166,178034,58041
167,213286,70917
168,166307,42507
169,211011,82113
170,118880,19723
171,182733,60178
172,183624,52891
173,144381,27018
174,131978,18395
175,163906,40795
176,180584,47896
177,150341,34547
178,175154,63313
179,173979,43863
180,187738,57493
181,179071,59269
182,173931,39651
183,151076,43282
184,153730,61309
185,229099,129650
186,142181,43491
187,138302,43835
188,137003,51201
189,99403,18429
190,129007,41684
191,129860,42255
192,102700,15905
193,149165,60117
194,137176,58052
195,496285,33596
196,114354,2547
197,170978,44320
198,144019,44087
199,148816,46971
200,100495,18110
