iter,host_ns,dev_ns
1,63784,16875
2,67003,13307
3,51962,808
4,87159,33858
5,87467,36199
6,92079,26110
7,46180,12914
8,52355,5758
9,79347,21718
10,105022,51206
11,58122,2906
12,66436,15394
13,66375,14962
14,86687,33137
15,96813,46091
16,54343,16555
17,53898,9671
18,43706,2045
19,59863,20869
20,50795,10786
21,60943,11291
22,58497,16986
23,60786,14981
24,65758,13618
25,61907,10244
26,65487,18165
27,51025,4935
28,59553,16853
29,84019,36962
30,59798,14667
31,56898,24762
32,49134,6560
33,57303,13557
34,49027,10003
35,84634,21726
36,60624,15849
37,56250,19961
38,47389,8762
39,68223,22813
40,48963,7964
41,55818,15153
42,90136,50419
43,52178,14555
44,40283,8522
45,48869,8849
46,48674,11411
47,52950,14200
48,50993,12497
49,60763,21527
50,48598,12028
51,72905,33615
52,54066,14609
53,60875,14138
54,65718,15285
55,38418,677
56,59709,22275
57,31108,4698
58,45816,14202
59,64598,27032
60,68937,21319
61,60283,16596
62,65190,6329
63,79731,24153
64,47202,8711
65,50028,7512
66,45882,15848
67,55192,13633
68,2213093,18059
69,78803,18007
70,114173,53964
71,74174,24344
72,53661,17331
73,56831,18078
74,74345,24995
75,74982,20539
76,61529,20825
77,60583,7110
78,66740,18127
79,63910,17120
80,55981,14450
81,57809,19668
82,69975,26900
83,65487,24336
84,57379,20505
85,65517,21084
86,49287,12533
87,103902,23593
88,58763,21976
89,40107,2770
90,46782,2516
91,60311,9380
92,60895,19607
93,115406,77096
94,57269,17661
95,61051,15034
96,71820,15676
97,76964,19159
98,52910,2171
99,66525,17717
100,70466,17233
101,84479,31782
102,52420,793
103,56013,3319
104,61024,11563
105,63280,11441
106,46803,6523
107,74322,21086
108,76485,21845
109,64360,14471
110,73621,15859
111,50579,7877
112,68663,17459
113,67809,13744
114,73819,21007
115,73669,16806
116,139038,82307
117,65981,16763
118,72678,18813
119,79254,32521
120,66877,15522
121,66941,20724
122,62148,17304
123,62480,23852
124,54619,15033
125,54316,12742
126,44656,12812
127,29938,7485
128,59218,22499
129,75405,23858
130,80320,20498
131,63955,22568
132,41455,8237
133,53585,12963
134,51361,12744
135,62074,17156
136,56705,13531
137,73202,22854
138,69430,15962
139,63787,10546
140,73358,17054
141,72005,20191
142,74027,24312
143,61713,16025
144,414649,22715
145,57881,21950
146,60471,21813
147,51546,10401
148,66987,22749
149,40292,6835
150,73936,30493
151,72232,27675
152,65988,26342
153,53398,18606
154,58217,21042
155,48962,13533
156,63828,20799
157,51435,12528
158,67338,26507
159,60361,21232
160,63893,20940
161,73527,29449
162,65802,22900
163,68913,29749
164,70641,29107
165,55700,19215
166,47848,5297
167,60287,18407
168,72514,29014
169,96816,51916
170,54259,13955
171,85406,45200
172,53002,8213
173,52924,15755
174,51229,12922
175,71972,23665
176,53896,13570
177,73338,37624
178,66519,23022
179,62081,21266
180,41049,7697
181,53395,13886
182,54131,16352
183,90788,47981
184,75415,32467
185,59379,16272
186,53459,16012
187,52615,15563
188,67850,22034
189,64566,22765
190,67143,12722
191,74055,17435
192,54823,10447
193,57164,18216
194,80303,37876
195,60812,17703
196,57701,17739
197,71801,25930
198,70351,16234
199,76146,20267
200,69177,23310
