iter,host_ns,dev_ns
1,241837,10679
2,323043,135818
3,327973,25625
4,327100,67310
5,242541,39169
6,264874,83211
7,251282,83276
8,304333,107076
9,313523,125705
10,319084,130298
11,253803,104470
12,284204,89276
13,210549,47221
14,307528,105825
15,180552,7902
16,597256,93898
17,369642,37572
18,382045,123264
19,401795,109046
20,409082,146540
21,392104,130916
22,366569,94692
23,208156,3740
24,504771,255909
25,246101,5582
26,309811,91378
27,247028,24409
28,346002,51960
29,346349,72373
30,292889,83023
31,324744,117852
32,309606,98421
33,205152,45109
34,257219,47019
35,249836,60462
36,328173,88045
37,345481,109043
38,332086,73395
39,307445,71758
40,395475,167257
41,325287,68677
42,353848,119328
43,246496,18984
44,261513,67559
45,450771,192388
46,408071,70460
47,309290,94577
48,441778,215664
49,229572,59083
50,321448,8041
51,345534,118572
52,293769,84909
53,321920,142533
54,420475,210390
55,395705,143619
56,284658,69590
57,408141,93091
58,247415,22750
59,370368,110457
60,424562,200191
61,395752,71296
62,254409,51289
63,367811,65836
64,341740,107396
65,263601,3635
66,312970,70597
67,359597,78781
68,536266,247944
69,274685,74064
70,357529,82222
71,335722,138823
72,310154,94948
73,328569,75447
74,395890,184292
75,363363,110668
76,368510,129678
77,324928,130013
78,301450,6708
79,376308,150682
80,346440,75541
81,334408,76690
82,289578,3581
83,258777,84333
84,570262,103864
85,262494,100269
86,352244,79521
87,391771,128339
88,358717,55916
89,210255,81301
90,317920,88985
91,237916,77003
92,346970,84844
93,377574,46658
94,355632,99079
95,349408,89872
96,400509,111293
97,373583,79182
98,333125,52846
99,257445,70567
100,242828,7093
101,234260,77924
102,259002,61982
103,167211,43183
104,236680,92543
105,274396,66498
106,258987,39594
107,493329,171968
108,320216,98145
109,308028,28399
110,304927,66933
111,347597,95912
112,316747,57803
113,299590,48205
114,272554,93947
115,251977,78236
116,491239,250516
117,209429,66311
118,257275,96998
119,308955,102886
120,284249,78016
121,297669,119414
122,273073,83422
123,244368,48664
124,267409,70535
125,290476,128215
126,253767,81050
127,267963,85398
128,228608,76562
129,286967,108887
130,295157,88125
131,248966,53343
132,210912,38551
133,600344,79817
134,241683,3681
135,259999,56854
136,380765,88020
137,297342,4393
138,582428,90623
139,325660,12209
140,282068,13415
141,294562,95864
142,280696,97810
143,484634,344365
144,252225,8381
145,295956,58226
146,383128,126131
147,244432,69916
148,235278,41055
149,253602,119976
150,240315,59625
151,241220,85735
152,262899,90474
153,208094,33337
154,273327,118648
155,259970,73512
156,242816,79649
157,228076,74152
158,234522,61591
159,219744,60823
160,218625,40888
161,262844,82049
162,232390,81501
163,277056,108495
164,354016,138943
165,234906,75500
166,419832,262229
167,258587,101524
168,250024,92278
169,205229,9244
170,399897,93233
171,404335,163467
172,259875,85712
173,286083,83270
174,315834,88837
175,244843,71400
176,306012,107408
177,252306,101940
178,199639,65833
179,242511,95843
180,214825,64207
181,218954,84361
182,191270,55720
183,186135,60219
184,186664,36297
185,225746,68973
186,254747,83558
187,466616,277024
188,357872,132376
189,174851,34733
190,178471,62966
191,246130,95591
192,223242,74580
193,204296,3408
194,382909,115684
195,539115,296371
196,387614,205224
197,251914,39725
198,380585,81777
199,407662,229443
200,229430,73490
