iter,host_ns,dev_ns
1,180010,66331
2,222707,70602
3,167478,57158
4,337716,139701
5,311501,100318
6,286095,114546
7,249099,35970
8,364999,118706
9,336267,117682
10,262997,97649
11,263356,60219
12,305247,122717
13,316179,99734
14,427574,98686
15,465308,203801
16,440628,153488
17,449912,208152
18,376463,102240
19,312965,90092
20,249116,6911
21,528610,234025
22,282645,79057
23,377436,81868
24,368763,107243
25,249433,63086
26,294717,74837
27,339434,148001
28,212539,10722
29,340879,65689
30,361149,114075
31,372817,63260
32,466801,68575
33,458380,179717
34,327935,120168
35,217888,6417
36,332421,80850
37,570756,276856
38,264072,94458
39,243781,60529
40,273451,107937
41,441310,279199
42,295567,95361
43,465684,300541
44,324462,108521
45,369464,129324
46,337472,31825
47,182807,42634
48,270027,81837
49,394103,36728
50,306301,71511
51,307356,104121
52,312358,62105
53,399402,116866
54,350345,128874
55,242126,54844
56,278186,59385
57,317134,118396
58,215595,19612
59,239667,89934
60,246161,88315
61,287888,109036
62,256719,29702
63,440895,212082
64,347205,12349
65,310951,136571
66,341272,96105
67,243838,93248
68,198089,45402
69,274982,113050
70,268061,83478
71,294472,96558
72,260545,90592
73,233825,73084
74,380160,105908
75,513976,295613
76,213152,62951
77,200731,7233
78,343763,101843
79,402130,125435
80,315327,84080
81,344741,162867
82,278172,56957
83,233841,3661
84,531607,233316
85,374411,115131
86,231350,43482
87,265341,69649
88,279780,32066
89,366813,148761
90,256213,87695
91,252378,100771
92,335503,85310
93,323804,110420
94,268355,43895
95,231884,58415
96,273295,116411
97,221982,43476
98,246754,62176
99,183264,3778
100,232579,18459
101,310925,105637
102,336396,87208
103,309745,101916
104,468711,177789
105,412862,220256
106,364632,179111
107,233926,84043
108,330061,96581
109,295355,103932
110,247349,89001
111,153576,6496
112,287894,35934
113,325617,72411
114,189868,3730
115,384905,19665
116,187182,12614
117,341034,124486
118,318873,107724
119,296590,126332
120,277427,94449
121,331327,66122
122,411761,178557
123,566440,273569
124,326241,92437
125,275933,9006
126,415941,120833
127,359565,74776
128,262129,46459
129,286443,104263
130,388647,205170
131,306318,135166
132,316042,118037
133,354192,102110
134,278105,84109
135,280291,90268
136,312187,5892
137,243819,103012
138,285157,98897
139,341232,119906
140,283404,110770
141,253368,106791
142,248731,77801
143,252165,86752
144,269585,96333
145,238393,71604
146,268373,105142
147,223051,66194
148,274527,95158
149,211273,65612
150,276269,93716
151,245838,68064
152,216611,47726
153,203385,49541
154,261558,78346
155,274081,76059
156,273828,111406
157,296915,140875
158,233506,57071
159,249252,94023
160,267197,98736
161,322655,98108
162,289287,105886
163,246064,96803
164,284233,90854
165,471022,151718
166,226642,12291
167,456229,172031
168,311729,140125
169,308264,155749
170,295109,88901
171,231096,57684
172,299048,138174
173,156602,29548
174,230237,78781
175,245749,89506
176,277831,105315
177,265133,101490
178,401303,216486
179,286240,101118
180,234881,62133
181,213131,70615
182,172871,34009
183,244491,78615
184,387904,215716
185,210443,53736
186,237826,102097
187,215198,57432
188,180289,49465
189,235775,82633
190,205628,58912
191,232759,65119
192,238891,81180
193,214462,56996
194,283291,94105
195,274247,106625
196,158910,33058
197,292719,94213
198,203276,44298
199,359098,192703
200,235038,85535
