iter,host_ns,dev_ns
1,468827,305258
2,292224,13541
3,271799,99543
4,361626,111098
5,289872,112858
6,353087,115147
7,338774,162098
8,257884,96160
9,384838,174654
10,320425,94695
11,290351,90597
12,306794,95998
13,312147,73958
14,190774,5617
15,254262,98927
16,271904,80878
17,261353,83420
18,256324,89241
19,291100,106517
20,267936,97086
21,264466,95381
22,560978,354214
23,294611,99453
24,443203,87915
25,215665,25518
26,257592,103506
27,272881,107713
28,280780,91838
29,258599,92255
30,326725,66445
31,582275,419395
32,298306,6447
33,349184,109538
34,375733,169959
35,558269,289745
36,454868,197161
37,380966,70133
38,245324,56437
39,178012,28314
40,325111,124359
41,454085,127325
42,291188,60969
43,337449,93954
44,310557,68831
45,569853,80515
46,566808,239669
47,450819,124526
48,303434,31341
49,347050,126981
50,352373,145864
51,240382,97350
52,405219,73038
53,340161,143000
54,222038,54796
55,254478,79490
56,278684,63179
57,244371,69505
58,218811,57603
59,236848,81499
60,256787,92987
61,372022,209948
62,312185,140319
63,323128,133394
64,249030,65651
65,299763,96328
66,377101,228434
67,366119,133155
68,261315,40453
69,428531,249245
70,471104,185167
71,435178,109688
72,298877,52052
73,276526,99775
74,209988,57839
75,275858,70625
76,333445,128448
77,403822,199062
78,235381,38596
79,353754,147562
80,335029,130354
81,305635,88756
82,202231,42774
83,313371,109703
84,226188,49649
85,493261,73453
86,238124,16995
87,343213,48455
88,389095,119891
89,377855,45797
90,385348,83932
91,281420,35422
92,426897,245313
93,382016,42965
94,292595,61992
95,273806,21128
96,311234,106920
97,298213,108840
98,233880,103570
99,276904,145086
100,215751,71012
101,259212,62686
102,282863,89513
103,300889,133234
104,309119,107517
105,238836,77089
106,231086,62844
107,233201,81006
108,305287,132458
109,242493,81863
110,301049,107489
111,281170,107634
112,270535,99162
113,271002,99550
114,231130,72173
115,252925,92222
116,303632,130167
117,283565,104513
118,419262,246578
119,323740,99803
120,272835,100220
121,274103,47355
122,193707,14416
123,276224,81432
124,192558,43594
125,260195,96063
126,299389,137813
127,233255,52100
128,288286,95870
129,277675,89623
130,254293,83502
131,245528,71428
132,253133,95584
133,163726,3556
134,227402,32381
135,247088,78276
136,264784,80151
137,274569,103561
138,187707,39953
139,225796,76496
140,273616,96146
141,212534,52500
142,275904,100617
143,258852,104766
144,275005,111154
145,259750,67127
146,273238,98991
147,206863,59224
148,264885,100556
149,186033,49101
150,265728,111140
151,276670,107099
152,267684,99207
153,241833,62860
154,272308,64728
155,379466,187045
156,194509,47465
157,253572,68744
158,252620,95252
159,234062,84622
160,227491,51517
161,453824,265105
162,314808,125985
163,272470,115539
164,310399,95900
165,302311,53555
166,305211,137618
167,268615,3686
168,336763,44516
169,372331,83616
170,461106,232216
171,232492,7143
172,323294,145631
173,331265,127840
174,382733,205391
175,260323,79033
176,219616,53056
177,567122,178722
178,265705,82956
179,236224,51089
180,294253,59615
181,501296,253454
182,190116,87620
183,555325,73901
184,413618,190033
185,258778,6898
186,261674,65411
187,289610,41758
188,277331,77480
189,293480,111171
190,330367,134974
191,273686,57315
192,308319,142304
193,301114,100773
194,268014,58403
195,336161,122923
196,288030,102732
197,513994,302045
198,272488,64424
199,267623,94887
200,246961,56173
