iter,host_ns,dev_ns
1,416578,63070
2,394165,144969
3,395845,76516
4,679750,278094
5,382850,70753
6,463028,118690
7,387960,115724
8,369712,98396
9,389567,90173
10,493943,53156
11,413361,119424
12,341455,60625
13,319517,39909
14,1068786,130862
15,274742,57217
16,132422,31957
17,175458,51549
18,128495,28173
19,84929,24724
20,161091,60843
21,130212,40679
22,397426,219066
23,229904,40847
24,196530,43087
25,277668,56990
26,307392,90081
27,298640,67309
28,306680,90585
29,309322,122951
30,205023,33354
31,403969,224758
32,283059,39861
33,452781,51404
34,289574,81694
35,360715,56942
36,311392,67606
37,243682,95539
38,397681,149147
39,321718,142689
40,307384,107638
41,272022,79216
42,231297,60323
43,303639,113516
44,206745,11391
45,322368,87792
46,510267,125113
47,410085,155228
48,333266,126517
49,358911,51055
50,296067,84204
51,259126,14504
52,251561,67288
53,334436,87159
54,320459,117044
55,307316,109628
56,359949,191516
57,337616,132459
58,148162,9427
59,296712,125351
60,256995,93597
61,278553,99606
62,285792,104673
63,303051,108313
64,650742,76688
65,346286,120075
66,331424,118290
67,381334,70372
68,398058,109948
69,313363,106282
70,389648,85077
71,230098,84883
72,381569,149600
73,402295,103384
74,231095,7019
75,356628,69762
76,238088,3613
77,380757,169377
78,331699,95776
79,316029,115636
80,315539,37410
81,288236,60854
82,363570,79857
83,290602,118811
84,241404,59405
85,257436,81844
86,229135,32700
87,497750,304661
88,300660,119775
89,246605,71154
90,246691,69075
91,267895,105640
92,202487,46312
93,265043,76708
94,363272,81355
95,266225,76406
96,304668,124937
97,260306,38070
98,304116,124421
99,288887,64805
100,293495,88731
101,270956,89443
102,420583,43186
103,367130,64765
104,368204,120997
105,434631,75703
106,164296,31833
107,389350,83625
108,643250,106406
109,345763,145426
110,496770,166366
111,363303,86052
112,419934,156574
113,280301,74984
114,294954,114392
115,299869,110300
116,279256,68510
117,359493,152408
118,325335,111108
119,290624,90146
120,263320,64452
121,243240,62109
122,323785,132819
123,254000,78030
124,251600,82162
125,264844,89619
126,347157,69357
127,226413,50964
128,231147,61934
129,288411,57213
130,225801,19256
131,280593,67197
132,262504,36498
133,251576,92494
134,271987,111437
135,274823,97094
136,389329,213770
137,312223,108601
138,297365,72735
139,327376,189064
140,271880,69422
141,277803,88151
142,204739,44633
143,316981,157741
144,261993,94861
145,223852,66054
146,275394,99778
147,285557,122708
148,314483,132704
149,250433,97352
150,261016,90504
151,259808,106821
152,279257,98674
153,255208,97343
154,202430,55095
155,286967,114693
156,282160,108728
157,246373,64373
158,200028,41475
159,266784,108307
160,262019,94665
161,253002,87666
162,164259,46324
163,184519,24687
164,191735,55659
165,300425,114985
166,268375,83247
167,258382,85250
168,256894,61374
169,324792,83712
170,303371,136792
171,281132,91707
172,311660,91279
173,261101,63316
174,261463,83378
175,246904,76790
176,287477,92706
177,344447,94399
178,309265,65800
179,310918,111191
180,306776,116771
181,248292,36559
182,262100,32003
183,464649,124315
184,325259,112738
185,324361,140620
186,348147,94166
187,412233,79680
188,398358,179285
189,379862,138086
190,371571,179749
191,313617,122454
192,592021,80972
193,383603,77849
194,438427,113385
195,408415,175666
196,401570,91522
197,298920,79417
198,308137,65523
199,306955,80644
200,294087,42064
