iter,host_ns,dev_ns
1,212372,51935
2,207251,64225
3,343796,114729
4,339908,83798
5,441470,179664
6,362719,129933
7,249109,76908
8,221219,70977
9,251953,58532
10,281220,78722
11,290767,56164
12,543058,332495
13,282164,117744
14,168472,25379
15,276621,111700
16,312434,69297
17,275493,82969
18,238476,98134
19,451778,298114
20,246443,79820
21,198953,5252
22,451290,127630
23,238806,66648
24,399938,119669
25,345197,103365
26,394648,179415
27,431708,92648
28,311741,93143
29,404985,155158
30,365813,91216
31,317499,16681
32,368920,66466
33,277918,72943
34,316907,124427
35,242176,52161
36,251752,47015
37,254843,56883
38,267356,79479
39,251076,65864
40,283949,99794
41,294347,90988
42,459718,174271
43,291603,112142
44,403929,111629
45,305543,75800
46,301606,66811
47,355888,72578
48,256731,53553
49,474729,226522
50,534637,147922
51,437489,164864
52,284902,4949
53,373357,54615
54,399443,83982
55,298466,71911
56,190984,39073
57,246597,31214
58,328718,119107
59,261486,67261
60,337049,65037
61,268091,89732
62,257758,60592
63,360984,62963
64,251150,27673
65,250882,90791
66,398853,227115
67,291471,95141
68,424052,224357
69,266098,106048
70,283912,90269
71,279508,99583
72,243878,67831
73,258019,96409
74,295485,93955
75,310380,58335
76,331775,80848
77,242892,73324
78,345931,216946
79,271668,90839
80,273480,93880
81,230057,67745
82,346423,166694
83,225417,81558
84,307195,120914
85,308734,117083
86,277531,88313
87,405728,198373
88,190194,22488
89,177404,31096
90,267417,105879
91,248694,87277
92,215213,63656
93,229466,90927
94,167870,33232
95,301720,121698
96,335406,164071
97,291410,139824
98,199140,45995
99,303191,143926
100,223616,57723
101,239508,88750
102,304273,125491
103,260079,83783
104,263380,104280
105,273869,128314
106,314180,100583
107,374148,99086
108,398037,104835
109,392602,214620
110,327553,144786
111,259633,80442
112,327386,132521
113,329061,113458
114,235748,80234
115,286078,140314
116,259003,104471
117,235481,54974
118,169585,29831
119,258523,97402
120,231257,60596
121,244827,56708
122,238751,60031
123,273250,85468
124,344183,152311
125,564939,406171
126,382435,129213
127,372275,15894
128,287754,82844
129,121118,2353
130,113109,17202
131,210643,38996
132,206873,46332
133,220593,22634
134,345129,78425
135,401864,144455
136,307269,112025
137,367649,88831
138,329859,98325
139,335817,68591
140,454419,125578
141,274046,90113
142,344470,136690
143,218435,53878
144,309078,90024
145,306762,66155
146,419079,104471
147,284619,41448
148,342435,134546
149,260763,62828
150,314663,119923
151,303680,85376
152,239680,71055
153,161347,43921
154,355241,206812
155,504591,334978
156,242594,85937
157,329904,152003
158,243505,81410
159,241886,72112
160,246507,74659
161,237510,80953
162,210501,67624
163,251932,88361
164,376381,188581
165,313686,108617
166,218749,85898
167,192084,68146
168,213898,81589
169,194562,67563
170,209644,65019
171,228297,110977
172,237291,92135
173,293347,115761
174,232709,83027
175,267819,105426
176,219643,78663
177,233735,69674
178,262314,107732
179,372302,36678
180,297611,80696
181,193996,44641
182,241646,88940
183,244561,86201
184,287172,99862
185,223612,73505
186,271906,102276
187,230967,68196
188,255055,90688
189,302766,137461
190,268348,92396
191,213532,60450
192,330762,122682
193,246423,93336
194,229519,69345
195,235806,90400
196,274551,109210
197,265952,94566
198,169928,42054
199,340920,181331
200,288394,111105
